int_corr,age_o,attr_o,age,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,to_one_hot_0,to_one_hot_1,to_one_hot_2,to_one_hot_3,to_one_hot_4,to_one_hot_5,to_one_hot_6,to_one_hot_7,to_one_hot_8,to_one_hot_9,to_one_hot_10,to_one_hot_11,to_one_hot_12,to_one_hot_13,to_one_hot_14,to_one_hot_15,to_one_hot_16,to_one_hot_17,gender,match,samerace,dec_o,field_cd,imprelig,goal,date,go_out
0.557471264367816,0.2432432432432433,0.5714285714285714,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,2.0,7.0,1.0
0.7873563218390804,0.10810810810810811,0.6666666666666666,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,2.0,7.0,1.0
0.5689655172413792,0.10810810810810811,0.9523809523809523,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.0,4.0,2.0,7.0,1.0
0.8275862068965516,0.1351351351351352,0.6666666666666666,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1.0,4.0,2.0,7.0,1.0
0.5977011494252873,0.16216216216216217,0.7619047619047619,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1.0,4.0,2.0,7.0,1.0
0.6206896551724137,0.18918918918918914,0.6666666666666666,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,4.0,2.0,7.0,1.0
0.6724137931034483,0.32432432432432434,0.2857142857142857,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,2.0,7.0,1.0
0.764367816091954,0.2432432432432433,0.5714285714285714,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,2.0,7.0,1.0
0.6379310344827586,0.2702702702702703,0.6666666666666666,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1.0,4.0,2.0,7.0,1.0
0.27011494252873564,0.16216216216216217,0.5714285714285714,0.08108108108108103,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777777,0.8888888888888888,0.1,0.1,0.5,0.07142857142857142,0.5,0.4166666666666667,0.8888888888888888,0.1,1.0,1.0,0.8888888888888888,0.7777777777777777,0.1,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,4.0,2.0,7.0,1.0
0.6436781609195402,0.2432432432432433,0.7619047619047619,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,5.0,1.0,5.0,1.0
0.5804597701149425,0.10810810810810811,0.6666666666666666,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,5.0,1.0,5.0,1.0
0.5344827586206896,0.10810810810810811,0.9523809523809523,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,5.0,1.0,5.0,1.0
0.3563218390804598,0.1351351351351352,0.8571428571428571,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.0,5.0,1.0,5.0,1.0
0.6609195402298851,0.16216216216216217,0.9523809523809523,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,5.0,1.0,5.0,1.0
0.896551724137931,0.18918918918918914,0.6666666666666666,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1.0,5.0,1.0,5.0,1.0
0.82183908045977,0.32432432432432434,0.47619047619047616,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,5.0,1.0,5.0,1.0
0.5172413793103448,0.2432432432432433,0.6666666666666666,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1.0,5.0,1.0,5.0,1.0
0.5402298850574713,0.2702702702702703,0.7619047619047619,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.0,5.0,1.0,5.0,1.0
0.7011494252873562,0.16216216216216217,0.5714285714285714,0.16216216216216217,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666665,1.0,0.8,0.6000000000000001,0.30000000000000004,0.3571428571428571,0.8,0.7499999999999999,0.0,0.9,0.8,0.7000000000000001,0.7777777777777777,0.2222222222222222,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,5.0,1.0,5.0,1.0
0.3390804597701149,0.2432432432432433,0.6666666666666666,0.18918918918918914,0.0,0.2222222222222222,0.7777777777777777,0.6666666666666665,0.7777777777777777,0.5,0.5,0.8,0.2857142857142857,0.5,0.49999999999999994,0.7777777777777777,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.4444444444444445,0.7777777777777777,0.7000000000000001,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0,4.0,6.0,3.0,1.0
0.396551724137931,0.10810810810810811,0.5714285714285714,0.18918918918918914,0.0,0.2222222222222222,0.7777777777777777,0.6666666666666665,0.7777777777777777,0.5,0.5,0.8,0.2857142857142857,0.5,0.49999999999999994,0.7777777777777777,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.4444444444444445,0.7777777777777777,0.7000000000000001,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0,4.0,6.0,3.0,1.0
0.5287356321839081,0.10810810810810811,0.9523809523809523,0.18918918918918914,0.0,0.2222222222222222,0.7777777777777777,0.6666666666666665,0.7777777777777777,0.5,0.5,0.8,0.2857142857142857,0.5,0.49999999999999994,0.7777777777777777,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.4444444444444445,0.7777777777777777,0.7000000000000001,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2.0,4.0,6.0,3.0,1.0
