0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,match
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.7692307692307693,0.7899536074228124,0.303030303030303,0.21568627450980393,0.11428571428571428,0.3,0.4444444444444444,0.04,0.31428571428571433,0.35,0.14285714285714285,1.0,0.09999999999999999,0.49,0.26881720430107525,0.07352941176470588,0.08333333333333334,0.30303030303030304,0.4861111111111111,0.16025641025641024,0.0744047619047619,0.45454545454545453,0.05952380952380953,0.35714285714285715,0.3181818181818182,0.2222222222222222,0.2962962962962963,0.04285714285714286,0.33333333333333337,0.1,0.07777777777777778,0.08547008547008547,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.16,0.56,0.7000000000000001,0.42,0.6730769230769231,0.2,0.12,0.14,0.8547008547008548,0.7000000000000001,0.8547008547008548,0.6,0.01,0.6,
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666666666666666,0.7692307692307693,0.6272596384578467,0.4314049586776859,0.42647058823529416,0.3012987012987013,0.5272727272727272,0.5858585858585859,0.31636363636363635,0.5523809523809524,0.0659090909090909,0.2857142857142857,0.7000000000000001,0.2571428571428571,0.09,0.43548387096774194,0.7941176470588235,0.9,0.08181818181818182,0.15,0.5192307692307692,0.08035714285714285,0.4909090909090909,0.38571428571428573,0.5142857142857143,0.04909090909090909,0.08333333333333333,0.5555555555555556,0.3857142857142857,0.35000000000000003,1.0,0.11111111111111112,0.8547008547008548,0.11666666666666667,0.5714285714285714,0.39999999999999997,0.4,0.2,0.2,0.16,0.19230769230769232,0.42,0.48,0.06,0.8547008547008548,0.1,0.5982905982905984,0.8,0.36,0.56,1.0
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.5576707726763718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
